Type,id,name,type,canonicalUrl,classType,salesUnitType,sellerName,fulfillmentType, Price ,Unit Price
Fruit,7JV9OK2Z4KFB,"Fresh Raspberries, 6 oz",REGULAR,/ip/Fresh-Raspberries-6-oz/44391666,REGULAR,EACH,Walmart.com,STORE, $4.36 ,72.7 Â¢/oz
Fruit,2XK23F3MFVFR,"Bartlett Pears, 3 lb Bag",REGULAR,/ip/Bartlett-Pears-3-lb-Bag/929297252,REGULAR,EACH,Walmart.com,STORE, $4.97 ,$1.66/lb
Fruit,6APXYOV4GBIA,"Envy Apples, Bulk",REGULAR,/ip/Envy-Apples-Bulk/51259330,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.37 ,$2.28/lb
Fruit,58PDPVQ08J0Q,"Anjou Pears, Bulk",REGULAR,/ip/Anjou-Pears-Bulk/51259204,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.24 ,$1.77/lb
Fruit,4R7JV6MXUTAL,"Freshness Guaranteed Honeycrisp Apples, 3 lb Bag",REGULAR,/ip/Freshness-Guaranteed-Honeycrisp-Apples-3-lb-Bag/151762086,REGULAR,EACH,Walmart.com,STORE, $7.48 ,$2.49/lb
Fruit,6669Y3CX8L7R,"Freshness Guaranteed Granny Smith Apples, 3 lb Bag",REGULAR,/ip/Freshness-Guaranteed-Granny-Smith-Apples-3-lb-Bag/44390991,REGULAR,EACH,Walmart.com,STORE, $4.18 ,$1.39/lb
Fruit,6D2L0VL79K8X,"Bosc Pears, Bulk",REGULAR,/ip/Bosc-Pears-Bulk/349351812,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.05 ,$1.98/lb
Fruit,0TVRJLE6FZ6Z,"Gala Apples, Bulk",REGULAR,/ip/Gala-Apples-Bulk/44390953,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $0.86 ,$1.72/lb
Fruit,5U72PLNULH41,"Plums, 2 Lb.",REGULAR,/ip/Plums-2-Lb/153466616,REGULAR,EACH,Walmart.com,STORE, $4.98 ,15.6 Â¢/oz
Fruit,44PZSJF5F4R5,"Freshness Guaranteed Fuji Apples, 3 lb Bag",REGULAR,/ip/Freshness-Guaranteed-Fuji-Apples-3-lb-Bag/44391639,REGULAR,EACH,Walmart.com,STORE, $4.12 ,$1.37/lb
Fruit,61VUW93JV5NL,"Pink Lady Apples, 3lb Bag",REGULAR,/ip/Pink-Lady-Apples-3lb-Bag/51259209,REGULAR,EACH,Walmart.com,STORE, $4.12 ,$1.37/lb
Fruit,79GF0NTJZQBS,"Granny Smith Apples, Bulk",REGULAR,/ip/Granny-Smith-Apples-Bulk/51259197,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.13 ,$1.88/lb
Fruit,1TCOUXT13J9N,"Fresh USDA Organic Strawberries, 1 lb.",REGULAR,/ip/Fresh-USDA-Organic-Strawberries-1-lb/45618183,REGULAR,EACH,Walmart.com,STORE, $3.48 ,21.8 Â¢/oz
Fruit,1B6YBKLXVUAJ,"Red Delicious Apples, Bulk",REGULAR,/ip/Red-Delicious-Apples-Bulk/45912954,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.01 ,$1.68/lb
Fruit,4SMPPREKYFDW,"Fuji Apples, Bulk",REGULAR,/ip/Fuji-Apples-Bulk/43923182,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.04 ,$1.74/lb
Fruit,5ZRAT08WE2PT,Crunch Pak Family Sized 24oz Bag of Sweet Sliced Apples,REGULAR,/ip/Crunch-Pak-Family-Sized-24oz-Bag-of-Sweet-Sliced-Apples/941236470,REGULAR,EACH,Walmart.com,STORE, $5.97 ,
Fruit,58PDPVQ08J0Q,"Anjou Pears, Bulk",REGULAR,/ip/Anjou-Pears-Bulk/51259204,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.24 ,$1.77/lb
Fruit,51IK5RLXMXXK,Watermelon Chunks 42 oz (2lb 10oz),REGULAR,/ip/Watermelon-Chunks-42-oz-2lb-10oz/47094281,REGULAR,EACH,Walmart.com,STORE, $8.97 ,21.4 Â¢/oz
Fruit,39Q41JQZZTLE,"Freshness Guaranteed Cut Watermelon, 32 oz",REGULAR,/ip/Freshness-Guaranteed-Cut-Watermelon-32-oz/49699139,REGULAR,EACH,Walmart.com,STORE, $7.97 ,24.9 Â¢/oz
Fruit,2LFY7C6C0GOI,"Cosmic Crisp Apples, Bulk",REGULAR,/ip/Cosmic-Crisp-Apples-Bulk/883640849?athbdg=L1300,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $0.92 ,$1.54/lb
Fruit,2QC7LXZEFWJ9,"Freshness Guaranteed Red Delicious Apples, 5 lb Bag",REGULAR,/ip/Freshness-Guaranteed-Red-Delicious-Apples-5-lb-Bag/363800188,REGULAR,EACH,Walmart.com,STORE, $6.64 ,$1.33/lb
Fruit,3JHYUWNG05MS,"Marketside Greenhouse Grown Strawberries, 12 oz",REGULAR,/ip/Marketside-Greenhouse-Grown-Strawberries-12-oz/601368870,REGULAR,EACH,Walmart.com,STORE, $3.96 ,33.0 Â¢/oz
Fruit,6APXYOV4GBIA,"Envy Apples, Bulk",REGULAR,/ip/Envy-Apples-Bulk/51259330,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.37 ,$2.28/lb
Fruit,58PDPVQ08J0Q,"Anjou Pears, Bulk",REGULAR,/ip/Anjou-Pears-Bulk/51259204,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.24 ,$1.77/lb
Fruit,66A17GX4XYHX,"Fresh California Cherry Plum, 16 Oz",REGULAR,/ip/Fresh-California-Cherry-Plum-16-Oz/118585247,REGULAR,EACH,Walmart.com,STORE, $5.28 ,33.0 Â¢/oz
Fruit,1DEOAHZL2JFC,"Organic Honeycrisp Apples, 2 lb Pouch",REGULAR,/ip/Organic-Honeycrisp-Apples-2-lb-Pouch/269332623,REGULAR,EACH,Walmart.com,STORE, $6.56 ,$3.28/lb
Fruit,5BJ8AJ5VPLR7,"Marketside Organic Gala Apples, 3 lb Bag",REGULAR,/ip/Marketside-Organic-Gala-Apples-3-lb-Bag/46491702,REGULAR,EACH,Walmart.com,STORE, $6.18 ,$2.06/lb
Fruit,6APXYOV4GBIA,"Envy Apples, Bulk",REGULAR,/ip/Envy-Apples-Bulk/51259330,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.37 ,$2.28/lb
Fruit,4MDXSEPTXC9Y,"Freshness Guaranteed Ambrosia Apples, 3 lb Bag",REGULAR,/ip/Freshness-Guaranteed-Ambrosia-Apples-3-lb-Bag/197769855,REGULAR,EACH,Walmart.com,STORE, $5.74 ,$1.91/lb
Fruit,65PNNK0VNYI0,"Strawberry Blueberry Blend, 14 oz",REGULAR,/ip/Strawberry-Blueberry-Blend-14-oz/46536807,REGULAR,EACH,Walmart.com,STORE, $5.48 ,
Fruit,3O936BHSG5PV,"Marketside Organic Granny Smith Apples, 3 lb Pouch",REGULAR,/ip/Marketside-Organic-Granny-Smith-Apples-3-lb-Pouch/157381791,REGULAR,EACH,Walmart.com,STORE, $6.78 ,$2.26/lb
Fruit,3CM7FRHENLM0,"Fresh Organic Raspberries, 6 oz",REGULAR,/ip/Fresh-Organic-Raspberries-6-oz/789833856,REGULAR,EACH,Walmart.com,STORE, $4.36 ,72.7 Â¢/oz
Fruit,6HAUKC72Y57L,Freshness Guaranteed Pineapple 32 oz,VARIANT,/ip/Freshness-Guaranteed-Pineapple-32-oz/13447444,VARIANT,EACH,Walmart.com,STORE, $7.97 ,
Fruit,1C1YZ3ITJNXF,"Concord Foods Simply Concord  Caramel Apple Wrap, 6.5 oz",REGULAR,/ip/Concord-Foods-Simply-Concord-Caramel-Apple-Wrap-6-5-oz/10449056,REGULAR,EACH,Texas Star,MARKETPLACE, $10.98 ,
Fruit,3WHKCW6W3586,"SugarBee Apple, Bulk",REGULAR,/ip/SugarBee-Apple-Bulk/43923746,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.16 ,$2.32/lb
Fruit,6APXYOV4GBIA,"Envy Apples, Bulk",REGULAR,/ip/Envy-Apples-Bulk/51259330,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.37 ,$2.28/lb
Fruit,58PDPVQ08J0Q,"Anjou Pears, Bulk",REGULAR,/ip/Anjou-Pears-Bulk/51259204,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.24 ,$1.77/lb
Fruit,6870ZZQ640LG,Fresh Cherry Plums,REGULAR,/ip/Fresh-Cherry-Plums/719176740,REGULAR,EACH,Walmart.com,STORE, $5.28 ,$5.28/lb
Fruit,1EXBX6D3YWGU,Cactus Pears,REGULAR,/ip/Cactus-Pears/970068030,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $0.45 ,$1.78/lb
Fruit,3LZWTYTQ1S9S,"Asian Pears, Bulk",REGULAR,/ip/Asian-Pears-Bulk/539860003,REGULAR,EACH,Walmart.com,STORE, $1.27 ,
Fruit,32X8JAVEM4O3,"Marketside Peeled Sliced Apples, 12.5 oz, 5 Count",REGULAR,/ip/Marketside-Peeled-Sliced-Apples-12-5-oz-5-Count/842476413,REGULAR,EACH,Walmart.com,STORE, $4.97 ,39.8 Â¢/oz
Fruit,3977NAZQDCXL,"Marketside Sliced Apples, 12.5 oz, 5 Count",REGULAR,/ip/Marketside-Sliced-Apples-12-5-oz-5-Count/236423545,REGULAR,EACH,Walmart.com,STORE, $4.97 ,39.8 Â¢/oz
Fruit,6APXYOV4GBIA,"Envy Apples, Bulk",REGULAR,/ip/Envy-Apples-Bulk/51259330,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.37 ,$2.28/lb
Fruit,58PDPVQ08J0Q,"Anjou Pears, Bulk",REGULAR,/ip/Anjou-Pears-Bulk/51259204,REGULAR,EACH_WEIGHT,Walmart.com,STORE, $1.24 ,$1.77/lb
